ID,Year,Month,DayofMonth,DepTime,CRSDepTime,ArrTime,CRSArrTime,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance
287,2008,1,3,1734,1655,1857,1820,3844,N446WN,83,85,66,37,39,LAS,SJC,386
288,2008,1,3,1139,1100,1408,1320,161,N455WN,89,80,54,48,39,LAS,SLC,368
289,2008,1,3,2104,1905,2314,2120,415,N395SW,70,75,58,114,119,LAS,SLC,368
290,2008,1,3,919,830,1132,1050,643,N756SA,73,80,55,42,49,LAS,SLC,368
291,2008,1,3,2113,2050,2328,2305,1166,N351SW,75,75,58,23,23,LAS,SLC,368
292,2008,1,3,1712,1555,1935,1820,1585,N766SW,83,85,62,75,77,LAS,SLC,368
293,2008,1,3,1419,1355,1627,1615,1660,N613SW,68,80,55,12,24,LAS,SLC,368
294,2008,1,3,2242,2140,54,2355,2533,N385SW,72,75,55,59,62,LAS,SLC,368
295,2008,1,3,611,615,819,835,3147,N296WN,68,80,55,-16,-4,LAS,SLC,368
296,2008,1,3,1949,1910,2110,2035,94,N715SW,81,85,66,35,39,LAS,SMF,397
297,2008,1,3,1409,1350,1539,1520,584,N324SW,90,90,74,19,19,LAS,SMF,397
298,2008,1,3,637,640,759,805,624,N336SW,82,85,65,-6,-3,LAS,SMF,397
299,2008,1,3,1821,1730,1946,1855,641,N626SW,85,85,67,51,51,LAS,SMF,397
300,2008,1,3,916,905,1046,1035,2121,N632SW,90,90,68,11,11,LAS,SMF,397
301,2008,1,3,1134,1115,1302,1250,2622,N445WN,88,95,66,12,19,LAS,SMF,397
302,2008,1,3,1527,1515,1648,1645,3053,N418WN,81,90,68,3,12,LAS,SMF,397
303,2008,1,3,2115,2100,2236,2225,3862,N640SW,81,85,64,11,15,LAS,SMF,397
304,2008,1,3,1934,1935,2054,2035,201,N251WN,80,60,43,19,-1,LAS,SNA,226
305,2008,1,3,1305,1305,1358,1410,300,N753SW,53,65,42,-12,0,LAS,SNA,226
306,2008,1,3,1917,1820,2014,1925,433,N264LV,57,65,40,49,57,LAS,SNA,226
307,2008,1,3,1125,1010,1224,1110,1016,N765SW,59,60,45,74,75,LAS,SNA,226
308,2008,1,3,1505,1500,1605,1605,1479,N498WN,60,65,43,0,5,LAS,SNA,226
309,2008,1,3,747,750,843,850,3250,N245WN,56,60,42,-7,-3,LAS,SNA,226
310,2008,1,3,1143,1050,1641,1600,773,N472WN,178,190,151,41,53,LAS,STL,1372
311,2008,1,3,1558,1530,2049,2040,1050,N212WN,171,190,150,9,28,LAS,STL,1372
312,2008,1,3,1940,1855,29,2355,1583,N600WN,169,180,157,34,45,LAS,STL,1372
313,2008,1,3,1820,1725,112,35,3403,N737JW,232,250,217,37,55,LAS,TPA,1984
314,2008,1,3,1143,1035,1621,1505,574,N314SW,158,150,126,76,68,LAS,TUL,1076
315,2008,1,3,2211,2115,17,2330,486,N264LV,66,75,53,47,56,LAS,TUS,365
316,2008,1,3,1821,1725,2032,1940,637,N342SW,71,75,56,52,56,LAS,TUS,365
317,2008,1,3,715,720,926,935,1059,N637SW,71,75,55,-9,-5,LAS,TUS,365
318,2008,1,3,1341,1320,1556,1535,1918,N267WN,75,75,55,21,21,LAS,TUS,365
319,2008,1,3,2108,2030,2313,2240,3142,N446WN,65,70,53,33,38,LAS,TUS,365
320,2008,1,3,1118,1050,1333,1305,3572,N489WN,75,75,54,28,28,LAS,TUS,365
321,2008,1,3,1735,1710,2010,1955,230,N364SW,95,105,81,15,25,LAX,ABQ,677
322,2008,1,3,2105,2025,2342,2310,361,N690SW,97,105,82,32,40,LAX,ABQ,677
323,2008,1,3,1328,1315,1611,1600,397,N424WN,103,105,80,11,13,LAX,ABQ,677
324,2008,1,3,944,940,1218,1225,3245,N780SW,94,105,82,-7,4,LAX,ABQ,677
325,2008,1,3,1024,1015,1504,1505,304,N326SW,160,170,148,-1,9,LAX,AUS,1242
326,2008,1,3,820,815,1357,1400,133,N749SW,217,225,200,-3,5,LAX,BNA,1797
327,2008,1,3,1632,1540,2207,2125,1107,N708SA,215,225,203,42,52,LAX,BNA,1797
328,2008,1,3,1327,1255,1902,1840,1324,N249WN,215,225,200,22,32,LAX,BNA,1797
329,2008,1,3,1330,1320,1609,1615,330,N236WN,99,115,86,-6,10,LAX,ELP,714
330,2008,1,3,1925,1735,2201,2025,1671,N684WN,96,110,85,96,110,LAX,ELP,714
331,2008,1,3,1005,945,1250,1235,2635,N335SW,105,110,88,15,20,LAX,ELP,714
332,2008,1,3,1149,1145,1639,1650,205,N299WN,170,185,156,-11,4,LAX,HOU,1390
333,2008,1,3,1742,1625,2231,2125,528,N496WN,169,180,157,66,77,LAX,HOU,1390
334,2008,1,3,807,805,1301,1310,1513,N305SW,174,185,163,-9,2,LAX,HOU,1390
335,2008,1,3,2020,1935,109,35,3394,N667SW,169,180,159,34,45,LAX,HOU,1390
336,2008,1,3,1501,1425,1554,1530,416,N401WN,53,65,41,24,36,LAX,LAS,236
337,2008,1,3,1205,1135,1313,1240,479,N622SW,68,65,47,33,30,LAX,LAS,236
338,2008,1,3,1652,1640,1748,1745,495,N768SW,56,65,41,3,12,LAX,LAS,236
339,2008,1,3,922,855,1102,1000,574,N314SW,100,65,44,62,27,LAX,LAS,236
340,2008,1,3,1835,1740,1931,1840,1004,N676SW,56,60,42,51,55,LAX,LAS,236
341,2008,1,3,1027,1015,1151,1120,1079,N351SW,84,65,43,31,12,LAX,LAS,236
342,2008,1,3,626,625,724,730,1669,N484WN,58,65,45,-6,1,LAX,LAS,236
343,2008,1,3,1533,1530,1631,1635,1843,N484WN,58,65,46,-4,3,LAX,LAS,236
344,2008,1,3,1910,1845,2026,1950,2021,N499WN,76,65,42,36,25,LAX,LAS,236
345,2008,1,3,744,740,838,840,2111,N673AA,54,60,46,-2,4,LAX,LAS,236
346,2008,1,3,2109,2100,2212,2205,2202,N758SW,63,65,41,7,9,LAX,LAS,236
347,2008,1,3,2237,2140,2335,2245,2454,N352SW,58,65,47,50,57,LAX,LAS,236
348,2008,1,3,2025,1955,2120,2055,2809,N335SW,55,60,43,25,30,LAX,LAS,236
349,2008,1,3,1423,1335,1519,1440,3144,N272WN,56,65,42,39,48,LAX,LAS,236
350,2008,1,3,1337,1310,1825,1825,321,N742SW,168,195,154,0,27,LAX,MCI,1363
351,2008,1,3,1142,1125,1626,1640,1668,N262WN,164,195,156,-14,17,LAX,MCI,1363
352,2008,1,3,1928,1835,22,2345,2208,N632SW,174,190,159,37,53,LAX,MCI,1363
353,2008,1,3,634,630,1133,1140,3495,N615SW,179,190,169,-7,4,LAX,MCI,1363
354,2008,1,3,1713,1625,2242,2215,108,N550WN,209,230,192,27,48,LAX,MDW,1750
355,2008,1,3,853,850,1431,1440,224,N279WN,218,230,205,-9,3,LAX,MDW,1750
356,2008,1,3,1255,1240,1825,1835,245,N730SW,210,235,201,-10,15,LAX,MDW,1750
357,2008,1,3,1453,1445,2130,2040,771,N486WN,277,235,202,50,8,LAX,MDW,1750
358,2008,1,3,1001,945,1550,1540,1014,N494WN,229,235,201,10,16,LAX,MDW,1750
359,2008,1,3,630,625,1209,1220,1930,N724SW,219,235,206,-11,5,LAX,MDW,1750
360,2008,1,3,1831,1755,1,2350,3588,N732SW,210,235,195,11,36,LAX,MDW,1750
361,2008,1,3,1030,1000,1142,1115,184,N473WN,72,75,62,27,30,LAX,OAK,337
362,2008,1,3,2004,1900,2127,2015,303,N683SW,83,75,66,72,64,LAX,OAK,337
363,2008,1,3,923,900,1114,1015,418,N631SW,111,75,63,59,23,LAX,OAK,337
364,2008,1,3,1419,1400,1534,1515,420,N268WN,75,75,65,19,19,LAX,OAK,337
365,2008,1,3,1522,1500,1638,1615,430,N752SW,76,75,65,23,22,LAX,OAK,337
366,2008,1,3,1803,1730,1933,1845,440,N720WN,90,75,67,48,33,LAX,OAK,337
367,2008,1,3,2146,2100,2304,2215,724,N342SW,78,75,65,49,46,LAX,OAK,337
368,2008,1,3,2001,1930,2118,2045,810,N648SW,77,75,64,33,31,LAX,OAK,337
369,2008,1,3,1827,1800,1945,1915,829,N476WN,78,75,63,30,27,LAX,OAK,337
370,2008,1,3,1904,1830,2019,1945,1026,N224WN,75,75,64,34,34,LAX,OAK,337
371,2008,1,3,1450,1430,1607,1545,1032,N489WN,77,75,64,22,20,LAX,OAK,337
372,2008,1,3,1722,1700,1836,1815,1061,N422WN,74,75,63,21,22,LAX,OAK,337
373,2008,1,3,1820,1630,1943,1745,1135,N304SW,83,75,71,118,110,LAX,OAK,337
374,2008,1,3,NA,1100,NA,1215,1146,,NA,75,NA,NA,NA,LAX,OAK,337
375,2008,1,3,1623,1600,1753,1715,1168,N361SW,90,75,70,38,23,LAX,OAK,337
376,2008,1,3,2008,2000,2136,2115,1414,N402WN,88,75,67,21,8,LAX,OAK,337
377,2008,1,3,1301,1300,1422,1415,1655,N669SW,81,75,65,7,1,LAX,OAK,337
378,2008,1,3,601,600,711,720,2104,N236WN,70,80,60,-9,1,LAX,OAK,337
379,2008,1,3,808,800,921,915,2639,N693SW,73,75,62,6,8,LAX,OAK,337
380,2008,1,3,1206,1200,1328,1315,3655,N465WN,82,75,63,13,6,LAX,OAK,337
381,2008,1,3,700,700,816,815,3756,N302SW,76,75,62,1,0,LAX,OAK,337
382,2008,1,3,1609,1600,1819,1815,90,N609SW,70,75,56,4,9,LAX,PHX,370
383,2008,1,3,1811,1725,2016,1940,109,N269WN,65,75,52,36,46,LAX,PHX,370
384,2008,1,3,815,815,1034,1030,236,N735SA,79,75,56,4,0,LAX,PHX,370
385,2008,1,3,600,600,805,815,277,N619SW,65,75,51,-10,0,LAX,PHX,370
386,2008,1,3,1851,1830,2059,2045,314,N229WN,68,75,59,14,21,LAX,PHX,370
387,2008,1,3,2020,1905,2225,2115,386,N718SW,65,70,56,70,75,LAX,PHX,370
388,2008,1,3,1204,1150,1407,1405,463,N342SW,63,75,53,2,14,LAX,PHX,370
389,2008,1,3,2116,2040,2318,2250,520,N283WN,62,70,53,28,36,LAX,PHX,370
390,2008,1,3,1556,1440,1804,1655,746,N637SW,68,75,52,69,76,LAX,PHX,370
391,2008,1,3,1040,1005,1241,1220,1058,N202WN,61,75,50,21,35,LAX,PHX,370
392,2008,1,3,940,920,1149,1135,1155,N288WN,69,75,52,14,20,LAX,PHX,370
393,2008,1,3,1419,1335,1624,1550,2015,N792SW,65,75,53,34,44,LAX,PHX,370
394,2008,1,3,635,635,840,850,2452,N746SW,65,75,53,-10,0,LAX,PHX,370
395,2008,1,3,1738,1720,1848,1835,225,N283WN,70,75,58,13,18,LAX,RNO,390
396,2008,1,3,853,845,1000,1005,1844,N313SW,67,80,56,-5,8,LAX,RNO,390
397,2008,1,3,1422,1400,1532,1520,2360,N618WN,70,80,60,12,22,LAX,RNO,390
398,2008,1,3,1159,1150,1635,1635,2624,N693SW,156,165,141,0,9,LAX,SAT,1210
399,2008,1,3,708,710,829,835,457,N738CB,81,85,61,-6,-2,LAX,SFO,337
400,2008,1,3,NA,905,NA,1025,469,,NA,80,NA,NA,NA,LAX,SFO,337
401,2008,1,3,2321,1955,38,2115,593,N901WN,77,80,65,203,206,LAX,SFO,337
402,2008,1,3,NA,1620,NA,1740,618,,NA,80,NA,NA,NA,LAX,SFO,337
403,2008,1,3,2008,1805,2139,1930,646,N738CB,91,85,70,129,123,LAX,SFO,337
404,2008,1,3,1625,1430,1748,1550,656,N738CB,83,80,67,118,115,LAX,SFO,337
405,2008,1,3,1305,1050,1421,1210,680,N738CB,76,80,63,131,135,LAX,SFO,337
406,2008,1,3,1558,1245,1709,1405,776,N901WN,71,80,60,184,193,LAX,SFO,337
407,2008,1,3,1600,1455,1714,1600,173,N331SW,74,65,54,74,65,LAX,SJC,308
408,2008,1,3,1556,1525,1705,1630,232,N740SW,69,65,53,35,31,LAX,SJC,308
409,2008,1,3,2056,2000,2203,2105,343,N687SW,67,65,56,58,56,LAX,SJC,308
410,2008,1,3,616,615,720,720,712,N671SW,64,65,51,0,1,LAX,SJC,308
411,2008,1,3,1159,1130,1259,1235,769,N608SW,60,65,48,24,29,LAX,SJC,308
412,2008,1,3,2140,2035,2249,2140,1113,N731SA,69,65,54,69,65,LAX,SJC,308
413,2008,1,3,1455,1425,1557,1530,1609,N676SW,62,65,49,27,30,LAX,SJC,308
414,2008,1,3,908,910,1005,1015,1764,N740SW,57,65,48,-10,-2,LAX,SJC,308
415,2008,1,3,1925,1825,2024,1930,2359,N385SW,59,65,49,54,60,LAX,SJC,308
416,2008,1,3,NA,1930,NA,2035,2528,,NA,65,NA,NA,NA,LAX,SJC,308
417,2008,1,3,740,740,838,850,2561,N773SA,58,70,49,-12,0,LAX,SJC,308
418,2008,1,3,1311,1240,1414,1350,2820,N647SW,63,70,53,24,31,LAX,SJC,308
419,2008,1,3,1014,1000,1120,1105,2969,N642WN,66,65,51,15,14,LAX,SJC,308
420,2008,1,3,1709,1700,1815,1805,3149,N415WN,66,65,55,10,9,LAX,SJC,308
421,2008,1,3,1357,1330,1626,1615,554,N626SW,89,105,79,11,27,LAX,SLC,590
422,2008,1,3,1114,1045,1347,1330,963,N311SW,93,105,80,17,29,LAX,SLC,590
423,2008,1,3,652,650,926,940,973,N617SW,94,110,81,-14,2,LAX,SLC,590
424,2008,1,3,2117,2010,2355,2255,1485,N605SW,98,105,84,60,67,LAX,SLC,590
425,2008,1,3,1742,1650,2021,1935,2899,N671SW,99,105,82,46,52,LAX,SLC,590
426,2008,1,3,1108,1100,1226,1220,92,N226WN,78,80,59,6,8,LAX,SMF,373
427,2008,1,3,821,810,936,930,337,N488WN,75,80,59,6,11,LAX,SMF,373
428,2008,1,3,2013,1910,2121,2025,1015,N384SW,68,75,58,56,63,LAX,SMF,373
429,2008,1,3,609,610,722,735,1234,N318SW,73,85,55,-13,-1,LAX,SMF,373
430,2008,1,3,949,900,1103,1020,1486,N613SW,74,80,61,43,49,LAX,SMF,373
431,2008,1,3,2215,2125,2321,2245,2437,N225WN,66,80,58,36,50,LAX,SMF,373
432,2008,1,3,1524,1505,1634,1620,2720,N629SW,70,75,59,14,19,LAX,SMF,373
433,2008,1,3,1441,1350,1549,1510,2985,N727SW,68,80,56,39,51,LAX,SMF,373
434,2008,1,3,1743,1715,1853,1830,3155,N449WN,70,75,59,23,28,LAX,SMF,373
435,2008,1,3,2049,2035,2204,2155,3584,N416WN,75,80,62,9,14,LAX,SMF,373
436,2008,1,3,1725,1655,2238,2225,71,N312SW,193,210,179,13,30,LAX,STL,1593
437,2008,1,3,1356,1345,1608,1600,75,N283WN,72,75,60,8,11,LAX,TUS,451
438,2008,1,3,2005,1850,2219,2105,1044,N306SW,74,75,61,74,75,LAX,TUS,451
439,2008,1,3,725,725,931,940,2378,N431WN,66,75,59,-9,0,LAX,TUS,451
440,2008,1,3,1658,1655,1908,1910,3048,N695SW,70,75,60,-2,3,LAX,TUS,451
441,2008,1,3,1052,1040,1301,1300,3831,N451WN,69,80,60,1,12,LAX,TUS,451
442,2008,1,3,2110,2040,2326,2300,3939,N654SW,76,80,61,26,30,LAX,TUS,451
443,2008,1,3,1910,1910,1936,1915,160,N783SW,86,65,48,21,0,LBB,ABQ,289
444,2008,1,3,1825,1745,1921,1850,555,N506SW,56,65,47,31,40,LBB,AUS,341
445,2008,1,3,652,655,752,800,2974,N447WN,60,65,47,-8,-3,LBB,AUS,341
446,2008,1,3,840,840,940,940,15,N341SW,60,60,49,0,0,LBB,DAL,293
447,2008,1,3,1016,1010,1119,1110,21,N501SW,63,60,49,9,6,LBB,DAL,293
448,2008,1,3,1402,1340,1501,1440,35,N520SW,59,60,50,21,22,LBB,DAL,293
449,2008,1,3,1652,1640,1748,1740,141,N370SW,56,60,48,8,12,LBB,DAL,293
450,2008,1,3,611,615,710,715,906,N301SW,59,60,47,-5,-4,LBB,DAL,293
451,2008,1,3,1825,1815,1923,1915,1312,N501SW,58,60,47,8,10,LBB,DAL,293
452,2008,1,3,1606,1525,1705,1625,2382,N404WN,59,60,50,40,41,LBB,DAL,293
453,2008,1,3,2007,2010,2102,2110,2542,N736SA,55,60,41,-8,-3,LBB,DAL,293
454,2008,1,3,915,915,910,915,1028,N214WN,55,60,45,-5,0,LBB,ELP,295
455,2008,1,3,1152,1155,1201,1210,573,N463WN,129,135,116,-9,-3,LBB,LAS,775
456,2008,1,3,1654,1550,2006,1900,438,N309SW,132,130,121,66,64,LIT,BWI,912
457,2008,1,3,703,705,808,810,7,N365SW,65,65,48,-2,-2,LIT,DAL,296
458,2008,1,3,1516,1500,1614,1605,41,N240WN,58,65,49,9,16,LIT,DAL,296
459,2008,1,3,1752,1705,1854,1810,49,N502SW,62,65,49,44,47,LIT,DAL,296
460,2008,1,3,1251,1235,1348,1340,700,N678AA,57,65,48,8,16,LIT,DAL,296
461,2008,1,3,1108,1100,1206,1205,2177,N522SW,58,65,49,1,8,LIT,DAL,296
462,2008,1,3,2029,1950,2127,2055,2263,N514SW,58,65,49,32,39,LIT,DAL,296
463,2008,1,3,806,805,909,910,3748,N610WN,63,65,49,-1,1,LIT,DAL,296
464,2008,1,3,1417,1405,1535,1530,231,N787SA,78,85,71,5,12,LIT,HOU,393
465,2008,1,3,1319,1310,1440,1440,3053,N418WN,201,210,188,0,9,LIT,LAS,1295
466,2008,1,3,1051,1035,1246,1215,8,N339SW,115,100,82,31,16,LIT,MDW,544
467,2008,1,3,730,730,933,945,250,N519SW,183,195,167,-12,0,LIT,PHX,1136
468,2008,1,3,1846,1815,1951,1920,3168,N513SW,65,65,53,31,31,LIT,STL,296
469,2008,1,3,642,640,752,745,3757,N446WN,70,65,51,7,2,LIT,STL,296
470,2008,1,3,1615,1130,1623,1135,10,N617SW,68,65,56,288,285,MAF,ABQ,332
471,2008,1,3,730,735,822,835,1194,N664WN,52,60,42,-13,-5,MAF,AUS,294
472,2008,1,3,1852,1830,1942,1925,2374,N379SW,50,55,40,17,22,MAF,AUS,294
473,2008,1,3,1602,1535,1701,1635,43,N503SW,59,60,46,26,27,MAF,DAL,319
474,2008,1,3,1836,1805,1930,1905,53,N527SW,54,60,46,25,31,MAF,DAL,319
475,2008,1,3,1956,1945,2056,2045,271,N512SW,60,60,46,11,11,MAF,DAL,319
476,2008,1,3,944,915,1046,1015,914,N692SW,62,60,53,31,29,MAF,DAL,319
477,2008,1,3,625,630,723,730,974,N410WN,58,60,45,-7,-5,MAF,DAL,319
478,2008,1,3,1306,1305,1404,1405,1430,N523SW,58,60,47,-1,1,MAF,DAL,319
479,2008,1,3,702,705,814,820,539,N417WN,72,75,61,-6,-3,MAF,HOU,441
480,2008,1,3,1625,1450,1731,1605,3828,N333SW,66,75,57,86,95,MAF,HOU,441
481,2008,1,3,1739,1730,1758,1750,317,N335SW,139,140,123,8,9,MAF,LAS,796
482,2008,1,3,1905,1850,2010,2000,1493,N356SW,125,130,106,10,15,MCI,ABQ,718
483,2008,1,3,856,850,950,1000,1655,N669SW,114,130,102,-10,6,MCI,ABQ,718
484,2008,1,3,811,810,932,935,112,N527SW,81,85,68,-3,1,MCI,BNA,491
485,2008,1,3,1159,1150,1325,1310,290,N224WN,86,80,69,15,9,MCI,BNA,491
486,2008,1,3,2130,2115,2300,2235,1568,N227WN,90,80,65,25,15,MCI,BNA,491
487,2008,1,3,1708,1710,1829,1835,1668,N262WN,81,85,68,-6,-2,MCI,BNA,491
488,2008,1,3,646,645,1012,1005,3062,N415WN,146,140,128,7,1,MCI,BWI,967
489,2008,1,3,1404,1350,1726,1710,3320,N354SW,142,140,125,16,14,MCI,BWI,967
490,2008,1,3,1958,1930,2310,2250,3829,N465WN,132,140,118,20,28,MCI,BWI,967
491,2008,1,3,726,725,850,900,11,N689SW,84,95,71,-10,1,MCI,DAL,461
492,2008,1,3,937,910,1102,1040,19,N511SW,85,90,71,22,27,MCI,DAL,461
493,2008,1,3,1251,1235,1415,1405,33,N525SW,84,90,70,10,16,MCI,DAL,461
494,2008,1,3,2009,1910,2132,2040,59,N628SW,83,90,70,52,59,MCI,DAL,461
495,2008,1,3,1602,1605,1724,1735,2010,N210WN,82,90,69,-11,-3,MCI,DAL,461
496,2008,1,3,2102,2100,2225,2230,3239,N485WN,83,90,67,-5,2,MCI,DAL,461
497,2008,1,3,1101,1055,1142,1145,454,N603SW,101,110,84,-3,6,MCI,DEN,533
498,2008,1,3,1917,1855,1959,1940,977,N376SW,102,105,88,19,22,MCI,DEN,533
499,2008,1,3,1502,1440,1540,1525,1151,N386SW,98,105,83,15,22,MCI,DEN,533
500,2008,1,3,643,630,726,720,1235,N600WN,103,110,83,6,13,MCI,DEN,533
501,2008,1,3,1038,1010,1259,1230,4,N674AA,81,80,63,29,28,MCI,IND,451
502,2008,1,3,1920,1850,2140,2110,321,N742SW,80,80,61,30,30,MCI,IND,451
503,2008,1,3,1429,1420,1531,1535,187,N690SW,182,195,168,-4,9,MCI,LAS,1140
504,2008,1,3,1211,1210,1333,1320,488,N615SW,202,190,167,13,1,MCI,LAS,1140
505,2008,1,3,1801,1725,1900,1835,962,N302SW,179,190,164,25,36,MCI,LAS,1140
506,2008,1,3,725,655,819,810,1670,N742SW,174,195,162,9,30,MCI,LAS,1140
507,2008,1,3,903,900,1003,1010,2193,N352SW,180,190,163,-7,3,MCI,LAS,1140
508,2008,1,3,2016,2020,2141,2130,3774,N442WN,205,190,174,11,-4,MCI,LAS,1140
509,2008,1,3,1751,1720,1938,1905,810,N648SW,227,225,200,33,31,MCI,LAX,1363
510,2008,1,3,645,635,822,820,1844,N313SW,217,225,196,2,10,MCI,LAX,1363
511,2008,1,3,1518,1455,1658,1640,3155,N449WN,220,225,203,18,23,MCI,LAX,1363
512,2008,1,3,1029,1025,1206,1205,3778,N730SW,217,220,195,1,4,MCI,LAX,1363
513,2008,1,3,1922,1850,2253,2225,730,N756SA,151,155,135,28,32,MCI,MCO,1072
514,2008,1,3,1252,1245,1625,1625,1949,N650SW,153,160,136,0,7,MCI,MCO,1072
515,2008,1,3,723,705,1053,1050,2279,N662SW,150,165,134,3,18,MCI,MCO,1072
516,2008,1,3,1550,1545,1709,1705,26,N330SW,79,80,62,4,5,MCI,MDW,405
517,2008,1,3,2229,2100,2343,2215,48,N661SW,74,75,60,88,89,MCI,MDW,405
518,2008,1,3,848,835,1008,955,95,N499WN,80,80,64,13,13,MCI,MDW,405
519,2008,1,3,1811,1805,1934,1925,154,N353SW,83,80,62,9,6,MCI,MDW,405
520,2008,1,3,1028,1010,1154,1130,308,N502SW,86,80,66,24,18,MCI,MDW,405
521,2008,1,3,617,615,743,735,424,N713SW,86,80,59,8,2,MCI,MDW,405
522,2008,1,3,712,715,833,835,748,N416WN,81,80,61,-2,-3,MCI,MDW,405
523,2008,1,3,1330,1330,1439,1450,772,N675AA,69,80,56,-11,0,MCI,MDW,405
524,2008,1,3,1631,1630,1749,1750,1006,N628SW,78,80,62,-1,1,MCI,MDW,405
525,2008,1,3,1430,1430,1549,1545,1685,N341SW,79,75,63,4,0,MCI,MDW,405
526,2008,1,3,1215,1215,1344,1335,1916,N357SW,89,80,60,9,0,MCI,MDW,405
527,2008,1,3,2014,1935,2143,2055,3915,N528SW,89,80,60,48,39,MCI,MDW,405
528,2008,1,3,901,900,1051,1100,425,N267WN,230,240,216,-9,1,MCI,OAK,1489
529,2008,1,3,1548,1530,1749,1735,3307,N667SW,241,245,228,14,18,MCI,OAK,1489
530,2008,1,3,621,620,729,730,215,N248WN,68,70,49,-1,1,MCI,OKC,313
531,2008,1,3,1130,1120,1232,1225,449,N528SW,62,65,50,7,10,MCI,OKC,313
532,2008,1,3,2135,2125,2239,2235,727,N399WN,64,70,50,4,10,MCI,OKC,313
533,2008,1,3,1804,1700,1918,1810,1257,N507SW,74,70,47,68,64,MCI,OKC,313
534,2008,1,3,1309,1230,1455,1425,914,N692SW,226,235,214,30,39,MCI,PDX,1481
535,2008,1,3,654,640,839,845,453,N232WN,165,185,151,-6,14,MCI,PHX,1044
536,2008,1,3,1644,1635,1839,1830,655,N728SW,175,175,160,9,9,MCI,PHX,1044
537,2008,1,3,2128,2025,2328,2220,1579,N775SW,180,175,162,68,63,MCI,PHX,1044
538,2008,1,3,1108,1045,1255,1240,3943,N310SW,167,175,154,15,23,MCI,PHX,1044
539,2008,1,3,1654,1655,1844,1830,1209,N653SW,230,215,203,14,-1,MCI,SAN,1333
540,2008,1,3,811,755,937,935,2298,N338SW,206,220,187,2,16,MCI,SAN,1333
541,2008,1,3,1518,1430,1704,1640,1308,N391SW,226,250,214,24,48,MCI,SEA,1489
542,2008,1,3,1911,1850,2054,2045,102,N639SW,223,235,208,9,21,MCI,SMF,1442
543,2008,1,3,625,625,717,720,63,N768SW,52,55,37,-3,0,MCI,STL,237
544,2008,1,3,1537,1450,1628,1545,283,N213WN,51,55,37,43,47,MCI,STL,237
545,2008,1,3,2037,2020,2129,2115,1230,N677AA,52,55,36,14,17,MCI,STL,237
546,2008,1,3,901,905,948,1000,1488,N461WN,47,55,36,-12,-4,MCI,STL,237
547,2008,1,3,1929,1835,2018,1930,2039,N386SW,49,55,36,48,54,MCI,STL,237
548,2008,1,3,1202,1200,1254,1255,2972,N634SW,52,55,39,-1,2,MCI,STL,237
549,2008,1,3,1407,1405,1732,1740,515,N442WN,145,155,129,-8,2,MCI,TPA,1048
550,2008,1,3,818,805,1145,1135,629,N376SW,147,150,131,10,13,MCI,TPA,1048
551,2008,1,3,1605,1440,1701,1535,132,N704SW,56,55,37,86,85,MCI,TUL,223
552,2008,1,3,1102,1030,1152,1125,407,N636WN,50,55,37,27,32,MCI,TUL,223
553,2008,1,3,1901,1810,1949,1905,2900,N504SW,48,55,36,44,51,MCI,TUL,223
554,2008,1,3,1331,1245,1528,1455,2284,N409WN,237,250,221,33,46,MCO,ABQ,1552
555,2008,1,3,810,805,1012,1015,2976,N551WN,242,250,216,-3,5,MCO,ABQ,1552
556,2008,1,3,2002,1955,2243,2235,1744,N387SW,161,160,148,8,7,MCO,ALB,1073
557,2008,1,3,1317,1300,1607,1540,3075,N208WN,170,160,149,27,17,MCO,ALB,1073
558,2008,1,3,832,830,1123,1110,3150,N284WN,171,160,156,13,2,MCO,ALB,1073
559,2008,1,3,1315,1300,1500,1500,687,N663SW,165,180,149,0,15,MCO,AUS,993
560,2008,1,3,1648,1645,1929,1920,365,N664WN,161,155,148,9,3,MCO,BDL,1050
561,2008,1,3,1057,1030,1347,1305,1656,N390SW,170,155,155,42,27,MCO,BDL,1050
562,2008,1,3,729,725,1012,1005,2620,N468WN,163,160,145,7,4,MCO,BDL,1050
563,2008,1,3,727,715,757,750,573,N463WN,90,95,74,7,12,MCO,BHM,478
564,2008,1,3,1705,1655,1735,1730,2036,N650SW,90,95,78,5,10,MCO,BHM,478
565,2008,1,3,1321,1255,1354,1330,2715,N204WN,93,95,78,24,26,MCO,BHM,478
566,2008,1,3,1022,1015,1116,1115,1413,N706SW,114,120,96,1,7,MCO,BNA,616
567,2008,1,3,1845,1845,1932,1940,2194,N419WN,107,115,91,-8,0,MCO,BNA,616
568,2008,1,3,1404,1400,1458,1500,3082,N659SW,114,120,96,-2,4,MCO,BNA,616
569,2008,1,3,1740,1715,1835,1815,3238,N365SW,115,120,97,20,25,MCO,BNA,616
570,2008,1,3,643,630,733,725,3846,N785SW,110,115,94,8,13,MCO,BNA,616
571,2008,1,3,656,650,938,925,322,N460WN,162,155,147,13,6,MCO,BUF,1011
572,2008,1,3,1446,1445,1720,1720,443,N478WN,154,155,142,0,1,MCO,BUF,1011
573,2008,1,3,1931,1910,2155,2145,3567,N443WN,144,155,133,10,21,MCO,BUF,1011
574,2008,1,3,644,640,854,845,97,N902WN,130,125,114,9,4,MCO,BWI,787
